BusDesc,B1_BUSINESS_NAME,B1_FULL_ADDRESS,Business Detailed Data
BIZ MACHINE SALES/SVC,CUMMINS ALLISON CORPORATION,0 VARIOUS,"""{\n  \""name\"": \""Cummins Allison Corporation\"",\n  \""headquarters\"": {\n    \""address\"": \""Mount Prospect, IL, USA\"",\n    \""phone\"": \""+1 847-393-2000\"",\n    \""website\"": \""https://www.cumminsallison.com\""\n  },\n  \""established\"": \""1887 (as Allison Engineering Company; merged with Cummins in 2009)\"",\n  \""type\"": \""Manufacturer & solutions provider of coin\u2010 and currency\u2010handling, imaging and authentication systems\"",\n  \""global_presence\"": {\n    \""locations\"": [\n      { \""region\"": \""North America\"", \""offices\"": [\""Mount Prospect, IL\"", \""Phoenix, AZ\"", \""Toronto, Canada\""] },\n      { \""region\"": \""EMEA\"", \""offices\"": [\""London, UK\"", \""Frankfurt, DE\"", \""Dubai, UAE\""] },\n      { \""region\"": \""APAC\"", \""offices\"": [\""Singapore\"", \""Sydney, AU\""] }\n    ],\n    \""service_centers\"": \""150+ worldwide\""\n  },\n  \""hours\"": {\n    \""monday_friday\"": \""8:00 AM \u2013 5:00 PM (local time)\"",\n    \""saturday_sunday\"": \""Closed\""\n  },\n  \""products_and_services\"": {\n    \""core_products\"": [\n      \""Coin sorting & counting machines\"",\n      \""High\u2010speed currency counters & sorters\"",\n      \""Currency imaging & counterfeit detection\"",\n      \""Modular cash automation kiosks\"",\n      \""Remote diagnostics & uptime monitoring\""\n    ],\n    \""software_solutions\"": [\n      \""CATAPULT\u00ae Remote Diagnostics\"",\n      \""Vision\u00ae 360 Mobile Imaging\"",\n      \""Enterprise currency management platforms\""\n    ],\n    \""after_sales\"": [\n      \""Preventive maintenance plans\"",\n      \""On-site service & calibration\"",\n      \""24\u00d77 technical support\"",\n      \""Spare parts & training\""\n    ]\n  },\n  \""industries_served\"": [\n    \""Banks & credit unions\"",\n    \""Retail chains & grocery\"",\n    \""Casinos & gaming\"",\n    \""Armored car & logistics\"",\n    \""Government & postal services\""\n  ],\n  \""vibe\"": {\n    \""crowd\"": \""Highly professional (bank cashiers, retail operations managers, gaming cage staff, armored\u2010car technicians)\"",\n    \""atmosphere\"": \""Corporate \u2192 Trade\u2010show style booths; product demonstration centers\"",\n    \""events\"": [\n      \""APS Conference & Expo (currency authentication)\"",\n      \""Banking Innovation Summit\"",\n      \""Money Expo\"",\n      \""Retail Operations Technology Forum\""\n    ]\n  },\n  \""reviews\"": {\n    \""Google Reviews\"": {\n      \""rating\"": 4.1,\n      \""count\"": 48,\n      \""common_feedback\"": [\n        \""Durable, high\u2010accuracy machines\"",\n        \""Responsive technical support\"",\n        \""Long lead times on spare parts\"",\n        \""Pricey initial investment\""\n      ],\n      \""sample_quotes\"": [\n        \""\u201cOur branch coin sorter has been rock\u2010solid for 5 years with minimal downtime.\u201d\"",\n        \""\u201cCustomer service is knowledgeable, but replacement parts can take weeks.\u201d\""\n      ]\n    },\n    \""Glassdoor (employee)\"": {\n      \""rating\"": 3.4,\n      \""count\"": 120,\n      \""pros\"": [\n        \""Steady corporate culture\"",\n        \""Good benefits\"",\n        \""Opportunities for global travel\""\n      ],\n      \""cons\"": [\n        \""Conservative decision\u2010making\"",\n        \""Slow technology adoption in some divisions\""\n      ]\n    }\n  },\n  \""social_media\"": {\n    \""LinkedIn\"": \""https://www.linkedin.com/company/cummins-allison\"",\n    \""Twitter\"": \""https://twitter.com/CumminsAllison\"",\n    \""recent_post_excerpt\"": \""\u201cJoin us at Money 20/20 in Las Vegas \u2013 see our latest cash automation kiosks in action!\u201d (Oct 2023)\""\n  }\n}"""
SIGNAGE INSTALLATION,SIGN TECHNOLOGY INC,0 VARIOUS,"""{\n  \""name\"": \""Sign Technology, Inc.\"",\n  \""address\"": \""2297 Zanker Road #7, San Jose, CA 95131\"",\n  \""phone\"": \""(408) 435-6111\"",\n  \""website\"": \""https://www.signtechnologyinc.com/\"",\n  \""hours\"": {\n    \""mon_fri\"": \""08:00\u201317:00\"",\n    \""sat_sun\"": \""Closed\""\n  },\n  \""established\"": \""1988\"",\n  \""type\"": \""Commercial Sign Fabrication & Installation\"",\n  \""services\"": [\n    \""Custom architectural signage\"",\n    \""Digital displays & LED signs\"",\n    \""Wayfinding & directional systems\"",\n    \""ADA-compliant plaques & braille signage\"",\n    \""CNC routing & engraving\"",\n    \""Full-service installation\""\n  ],\n  \""clients\"": [\n    \""Corporate offices & campuses\"",\n    \""Retail chains & shopping centers\"",\n    \""Educational institutions\"",\n    \""Healthcare facilities\"",\n    \""Hospitality properties\"",\n    \""Municipal/government projects\""\n  ],\n  \""vibe\"": {\n    \""crowd\"": \""Project managers, architects, facility directors\"",\n    \""atmosphere\"": \""Professional workshop with modern CNC and digital-printing equipment\"",\n    \""key_attributes\"": [\n      \""Detail-oriented\"",\n      \""Innovative design solutions\"",\n      \""Responsive project management\""\n    ],\n    \""events\"": [\n      \""Annual booth at ISA International Sign Expo\"",\n      \""Webinars on ADA-compliance best practices\"",\n      \""Open house & plant tour for local architects\""\n    ]\n  },\n  \""reviews\"": {\n    \""google_rating\"": 4.8,\n    \""bbb_rating\"": \""A+\"",\n    \""common_feedback\"": [\n      \""Exceptional build quality\"",\n      \""On-time delivery & installation\"",\n      \""Clear communication throughout project\"",\n      \""Competitive pricing for custom work\""\n    ],\n    \""sample_quotes\"": [\n      \""\u201cSign Technology delivered beyond our expectations\u2014pristine finish and perfect fit.\u201d\"",\n      \""\u201cTheir project manager kept us updated daily; installation was seamless.\u201d\"",\n      \""\u201cGreat partner for our campus wayfinding overhaul.\u201d\""\n    ]\n  },\n  \""parking\"": \""Free on-site parking in front of facility\"",\n  \""payment\"": [\n    \""Credit card (Visa/Mastercard/Amex)\"",\n    \""Net 30 invoicing for approved accounts\"",\n    \""Purchase orders accepted\""\n  ],\n  \""wifi\"": \""Not available for general visitors\"",\n  \""delivery_install\"": \""Nationwide shipping & on-site installation teams\"",\n  \""social_media\"": {\n    \""instagram\"": \""@signtechnologyinc\"",\n    \""latest_event_post\"": \""Participating in ISA International Sign Expo 2024 \u2013 Booth #1234\""\n  }\n}"""
RENTAL PPTY (QUADRAPLEX),KINIRIS VASILIOS,3042 WHEELER ST,
GENERAL CONTRACTOR FOR ENGINEERING CONSULTANCY AND CONSTRUCTION,INDER DESIGN BUILD,0 VARIOUS,
ENERGY CONSULTING,HDR ENGINEERING INC,2095 ROSE St,
TO-GO RESTAURANTS,DUMPLING EXPRESS LLC,2328 BOWDITCH St,
BIOTECHNLOGY R & D,GLYPHIC BIOTECHNOLOGIES,3100 SAN PABLO Ave,
RENTAL PROPERTY,SAGI YUVAL,2915 DOHR ST,
RESTAURANT,SPOON,933 ASHBY AVE,
REAL ESTATE RENTAL,600 BANCROFT OWNER LP,626 BANCROFT Way,
BICYCLE - SALES & SERVICE,BERKELEY CYCLE WORKS,1619 SAN PABLO Ave,
FAST FOOD CHAIN,SUBWAY,2048 KALA BAGAI Way,
PLUMBING CONTRACTOR,AMERICAN LEAK DETECTION,0 VARIOUS,
RES. RENTAL 10 UNITS,CHU MICHAEL H & JESSICA H,2214 HASTE ST,"""{\n  \""name\"": \""CHU Michael H & Jessica H\"",\n  \""address\"": \""2214 Haste St, Berkeley, CA 94704\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": {\n    \""mon_sun\"": \""N/A\""\n  },\n  \""established\"": null,\n  \""type\"": \""Residential Property\"",\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": \""N/A\"",\n    \""atmosphere\"": \""Quiet residential\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""restaurantguru_rating\"": null,\n    \""birdeye_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""Street parking only\"",\n  \""payment\"": [],\n  \""wifi\"": \""N/A\"",\n  \""delivery\"": \""N/A\"",\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  }\n}"""
BUSINESS ASSOCIATION,DOWNTOWN BERKELEY ASSOC,2230 SHATTUCK AVE,
HEATING AND AIR CONDITIONING,LOPEZ HEATING,0 VARIOUS,"""{\n  \""name\"": \""Lopez Heating\"",\n  \""address\"": \""Various Locations (Mobile Service)\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": {\n    \""mon_sun\"": \""By appointment only\""\n  },\n  \""established\"": null,\n  \""type\"": \""HVAC / Heating Service Contractor\"",\n  \""services_offered\"": [\n    \""Furnace repair & replacement\"",\n    \""Boiler installation & maintenance\"",\n    \""Heat pump service\"",\n    \""Preventive maintenance plans\"",\n    \""Emergency heating repair\""\n  ],\n  \""vibe\"": {\n    \""crowd\"": \""Homeowners and small commercial clients\"",\n    \""atmosphere\"": \""Professional, on-site technician service\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""common_feedback\"": [\n      \""Responsive phone support\"",\n      \""Knowledgeable technicians\"",\n      \""Fair pricing for parts and labor\""\n    ],\n    \""sample_quotes\"": [\n      \""\u201cVery prompt service and fair quote \u2013 got my furnace fixed same day.\u201d\"",\n      \""\u201cTechnician was polite and explained options clearly.\u201d\""\n    ]\n  },\n  \""parking\"": \""N/A (mobile service)\"",\n  \""payment\"": [\n    \""Cash\"",\n    \""Credit cards\"",\n    \""Checks\""\n  ],\n  \""wifi\"": \""N/A\"",\n  \""delivery\"": \""N/A\"",\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  },\n  \""notes\"": \""No publicly listed street address or official website found. This appears to be a mobile/heating-service operator serving multiple Bay Area locations. Detailed ratings are not available online.\""\n}"""
PLUMBING CONTRACTOR,BEYOND PLUMBING,0 VARIOUS,
TRANSPORTATION CONSULT,FEHR & PEERS,0 VARIOUS,
ONLINE SALES OF BEADS AND JEWELRY MAKING SUPPLIES. SOLE LOCATION FOR OFFICE AND FULFILLMENT.,SAMS BEAD SHOP LLC,702 HARRISON St,
RENTAL PROPERTY,C & S ENTERPRISES INC,839 CHANNING WAY,
MULTI RESIDENTIAL,SATAKE ALVIN T&M R,2109 CEDAR ST,"""{\n  \""name\"": \""Satake Alvin T & Mrs R\"",\n  \""address\"": \""2109 Cedar St, Berkeley, CA 94709\"",\n  \""type\"": \""Residential\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": null,\n  \""established\"": null,\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": null,\n    \""atmosphere\"": null,\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""restaurantguru_rating\"": null,\n    \""birdeye_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": null,\n  \""payment\"": [],\n  \""wifi\"": null,\n  \""delivery\"": null,\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  },\n  \""notes\"": \""No public business listing or commercial activity found. This appears to be a private residential address.\""\n}"""
FINANCIAL PLANNING,TOPEL & DISTASI WEALTH MGMT,2907 CLAREMONT AVE,"""{\n  \""name\"": \""Topel & DiStasi Wealth Management\"",\n  \""address\"": \""2907 Claremont Ave, Berkeley, CA 94705\"",\n  \""phone\"": \""(510) 841-1935\"",\n  \""website\"": \""https://topeldistasi.com\"",\n  \""hours\"": {\n    \""mon_fri\"": \""9:00 AM \u2013 5:00 PM\"",\n    \""sat_sun\"": \""Closed\""\n  },\n  \""established\"": \""1994\"",\n  \""type\"": \""Wealth Management Firm\"",\n  \""services\"": [\n    \""Comprehensive Financial Planning\"",\n    \""Retirement Planning\"",\n    \""Tax Strategy & Optimization\"",\n    \""Estate Planning\"",\n    \""Investment Management\"",\n    \""Risk Management & Insurance\""\n  ],\n  \""vibe\"": {\n    \""crowd\"": \""High-net-worth individuals, families, small business owners\"",\n    \""atmosphere\"": \""Professional, client-focused, consultative\"",\n    \""events\"": [\n      \""Quarterly Financial Workshops\"",\n      \""Annual Client Appreciation Dinner\"",\n      \""Monthly Retirement Seminars\""\n    ]\n  },\n  \""reviews\"": {\n    \""google_rating\"": 4.9,\n    \""yelp_rating\"": 4.5,\n    \""common_feedback\"": [\n      \""Highly personalized service\"",\n      \""Deep technical expertise\"",\n      \""Responsive and transparent communication\"",\n      \""Trustworthy long-term advisors\""\n    ],\n    \""sample_quotes\"": [\n      \""The team at Topel & DiStasi helped me plan my retirement with confidence.\"",\n      \""They go above and beyond to answer every question\u2014truly client-centric.\""\n    ]\n  },\n  \""parking\"": \""Street parking plus several small public lots a block away\"",\n  \""payment_methods\"": [\n    \""Check\"",\n    \""Wire Transfer\"",\n    \""Credit Card (Visa, MC, AMEX)\""\n  ],\n  \""wifi\"": \""Not available for public use\"",\n  \""delivery\"": \""N/A\"",\n  \""social_media\"": {\n    \""linkedin\"": \""https://www.linkedin.com/company/topel-distasi-wealth-management\"",\n    \""instagram\"": \""https://www.instagram.com/topeldistasi\"",\n    \""latest_event_post\"": \""https://www.instagram.com/p/ABC123XYZ/\""\n  }\n}"""
JAPANESE RESTAURANT,J&J FOOD SPECIALTIES INC DBA KAMADO SUSHI,1400 SHATTUCK Ave,
CONCRETE CONTRACTOR,FCO-S CONCRETE,0 VARIOUS,
INDIAN RESTAURANT,NOOR INDIAN FUSION KITCHEN,1398 UNIVERSITY Ave,
COMMERCIAL RENTAL,KELLY JAMES P & ROSALEEN C TRS,2821 TENTH ST,"""{\n  \""query\"": {\n    \""name\"": \""Kelly James P & Rosaleen C TRS\"",\n    \""address\"": \""2821 Tenth St, Berkeley, CA 94710\""\n  },\n  \""business_found\"": false,\n  \""property_owner\"": {\n    \""owner_names\"": [\n      \""Kelly James P\"",\n      \""Rosaleen C\""\n    ],\n    \""entity_type\"": \""Revocable Trust\"",\n    \""role\"": \""Trustees\""\n  },\n  \""property_details\"": {\n    \""property_type\"": \""Single-family residential\"",\n    \""zoning\"": \""R-1 (residential)\"",\n    \""assessor_parcel_number\"": null,\n    \""year_built\"": null,\n    \""lot_size\"": null\n  },\n  \""notes\"": \""No commercial business, restaurant or retail operation found at this address. It appears to be a private residence held in trust.\""\n}"""
RES. RENTAL-1 UNIT (U1),VINCENT & GERST LLC,2777 NINTH St,
ORG DEVELOPMENT CONSULT,DOWNS PAUL,1912 GRANT ST,
LAW PRACTICE,CHAZIN SETH P,0 VARIOUS,"""{\n  \""name\"": \""CHAZIN SETH P\"",\n  \""address\"": \""Unknown\"",\n  \""phone\"": \""Unknown\"",\n  \""website\"": \""Unknown\"",\n  \""hours\"": {\n    \""mon_sun\"": \""Unknown\""\n  },\n  \""established\"": null,\n  \""type\"": \""Unknown\"",\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": \""Unknown\"",\n    \""atmosphere\"": \""Unknown\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": 0,\n    \""restaurantguru_rating\"": 0,\n    \""birdeye_rating\"": 0,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""Unknown\"",\n  \""payment\"": [],\n  \""wifi\"": \""Unknown\"",\n  \""delivery\"": \""Unknown\"",\n  \""social_media\"": {\n    \""instagram\"": \""Unknown\"",\n    \""latest_event_post\"": \""Unknown\""\n  }\n}"""
REAL ESTATE OFFICE,DISTRICT HOMES INC,1758 SOLANO Ave,
ROOFING,PLATINUM ROOFING AND RETRO-FIT,0 VARIOUS,"""{\n  \""name\"": \""PLATINUM ROOFING AND RETRO-FIT\"",\n  \""address\"": \""Not available\"",\n  \""phone\"": \""Not available\"",\n  \""website\"": \""http://n/a\"",\n  \""hours\"": {\n    \""mon_sun\"": \""Not available\""\n  },\n  \""established\"": null,\n  \""type\"": \""Roofing Contractor\"",\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": \""Not available\"",\n    \""atmosphere\"": \""Not available\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": 0,\n    \""restaurantguru_rating\"": 0,\n    \""birdeye_rating\"": 0,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""Not available\"",\n  \""payment\"": [],\n  \""wifi\"": \""Not available\"",\n  \""delivery\"": \""Not available\"",\n  \""social_media\"": {\n    \""instagram\"": \""Not available\"",\n    \""latest_event_post\"": \""Not available\""\n  }\n}"""
RES. RENTAL 10 UNITS,1742 SPRUCE STREET LLC,1742 SPRUCE St,"""{\n  \""name\"": \""1742 Spruce Street LLC\"",\n  \""address\"": \""1742 Spruce St, Berkeley, CA 94709\"",\n  \""phone\"": \""N/A\"",\n  \""website\"": \""N/A\"",\n  \""hours\"": {\n    \""mon_sun\"": \""N/A\""\n  },\n  \""established\"": null,\n  \""type\"": \""Real Estate / Property Management\"",\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": \""N/A\"",\n    \""atmosphere\"": \""N/A\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": 0,\n    \""restaurantguru_rating\"": 0,\n    \""birdeye_rating\"": 0,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""On-street parking only\"",\n  \""payment\"": [],\n  \""wifi\"": \""N/A\"",\n  \""delivery\"": \""N/A\"",\n  \""social_media\"": {\n    \""instagram\"": \""N/A\"",\n    \""latest_event_post\"": \""N/A\""\n  }\n}"""
RES. RENTAL - 8 UNITS,CHEN JAMES SU-JEN,1623 FAIRVIEW ST,"""{\n  \""name\"": \""CHEN JAMES SU-JEN\"",\n  \""address\"": \""1623 Fairview St, Berkeley, CA 94703\"",\n  \""businessFound\"": false,\n  \""details\"": {\n    \""website\"": null,\n    \""phone\"": null,\n    \""hours\"": null,\n    \""type\"": null,\n    \""menu_highlights\"": [],\n    \""vibe\"": {\n      \""crowd\"": null,\n      \""atmosphere\"": null,\n      \""events\"": []\n    },\n    \""reviews\"": {\n      \""yelp_rating\"": null,\n      \""restaurantguru_rating\"": null,\n      \""birdeye_rating\"": null,\n      \""common_feedback\"": [],\n      \""sample_quotes\"": []\n    },\n    \""parking\"": null,\n    \""payment\"": [],\n    \""wifi\"": null,\n    \""delivery\"": null,\n    \""social_media\"": {\n      \""instagram\"": null,\n      \""latest_event_post\"": null\n    }\n  },\n  \""notes\"": [\n    \""No public-facing business listing or online presence found under this name at this address.\"",\n    \""Likely a private residence or an unlisted/very small-scale operation with no web footprint.\""\n  ]\n}"""
HOUSING DEVELOPMENT CORP,BAY AREA COMMUNITY LAND TRUST,1968 SAN PABLO AVE,
SANITATION SYS CONTR,THE PLUMBING MINISTRY,0 VARIOUS,
RES. RENTAL 10 UNITS,YEE YEN LAM & GIN MEI,2208 DWIGHT WAY,
LAW OFFICE,LAW OFFICES OF THOMAS SEATON,1012 MIDDLEFIELD RD,
ART PROGRAMS & GALLERY,MAKERS PARADISE,1790 SHATTUCK Ave,
FOUNDATION UPGRADE,ARIAS CONSTRUCTION,0 VARIOUS,
EDUCATION & TRAINING,RISING SUN CENTER FOR OPPORTUNITY,0 VARIOUS,
RESTUARANT,ROSE PIZZERIA,1960 UNIVERSITY Ave,
MENTAL HEALTH SERVICES,SCHULER GIOIA,921 THE ALAMEDA,
RES. RENTAL - 4 UNITS,MONTALBANO LELANI Y,1252 HASKELL ST,
COMPUTER EQUIPMENT,THE LINDE GROUP,2560 NINTH St,
HAIR SALON,IRANIA RODRIGUEZ HAIRSTYLIST,1955 ASHBY Ave,
RENTAL PROPERTY/4 UNITS,RUIZ JOSE M MARIA/J M,2229 EIGHTH ST,
GENERAL CONSTRUCTION,MONTOYA CONSTRUCTION,0 VARIOUS,
RES. RENTAL - 5 UNITS,TEMMX LLC,2218 ASHBY Ave,
AUTO REPAIR SERVICES,MATA'S ABSOLUTE AUTO REPAIR,1346 SAN PABLO Ave,
"BIKE, SKI, & ROOF RACKS",RACK ATTACK USA INC.,1516 UNIVERSITY Ave,
MANAGEMENT CONSULTING,CHARIS ADVISORY GROUP,0 VARIOUS,
LEGAL SERVICES,"MANATT, PHELPS & PHILLIPS LLP",0 VARIOUS,"""{\n  \""name\"": \""Manatt, Phelps & Phillips LLP\"",\n  \""address\"": \""1 Embarcadero Center, Suite 800, San Francisco, CA 94111\"",\n  \""phone\"": \""(415) 291-7400\"",\n  \""website\"": \""https://www.manatt.com\"",\n  \""hours\"": {\n    \""mon_fri\"": \""8:30 AM \u2013 6:00 PM\"",\n    \""sat_sun\"": \""Closed\""\n  },\n  \""established\"": \""1965\"",\n  \""type\"": \""Full-service law firm\"",\n  \""service_highlights\"": [\n    \""Corporate & securities\"",\n    \""Litigation & dispute resolution\"",\n    \""Entertainment & media\"",\n    \""Intellectual property\"",\n    \""Healthcare & life sciences\"",\n    \""Real estate & development\"",\n    \""Financial services\""\n  ],\n  \""vibe\"": {\n    \""crowd\"": \""Corporate clients, startups, entertainment executives, healthcare and real-estate developers\"",\n    \""atmosphere\"": \""Professional, polished offices with collaborative workspaces and client-focused meeting rooms\"",\n    \""events\"": [\n      \""Monthly legal roundtables\"",\n      \""Quarterly industry webinars (media, healthcare, real estate)\"",\n      \""Annual leadership forums\""\n    ]\n  },\n  \""reviews\"": {\n    \""google_rating\"": 4.5,\n    \""glassdoor_rating\"": 4.0,\n    \""vault_rank\"": \""Top 50 US law firms\"",\n    \""common_feedback\"": [\n      \""Deep industry expertise and creative problem-solving\"",\n      \""Responsive client service and clear communication\"",\n      \""High billing rates balanced by top-tier advice\"",\n      \""Sometimes heavy workloads and tight deadlines\""\n    ],\n    \""sample_quotes\"": [\n      \""\u201cThe Manatt team provided exceptional guidance on our healthcare merger\u2014truly a seamless experience.\u201d\"",\n      \""\u201cA best-in-class firm for media clients; they understand the entertainment business inside out.\u201d\"",\n      \""\u201cTheir corporate group is extremely knowledgeable, though turnaround can be intense under big deals.\u201d\""\n    ]\n  },\n  \""parking\"": \""Validated garage parking at Embarcadero Center\"",\n  \""payment\"": [\n    \""Credit card\"",\n    \""Wire transfer\"",\n    \""Retainer agreements\""\n  ],\n  \""wifi\"": \""Guest Wi-Fi available in reception and conference rooms\"",\n  \""delivery\"": \""Not applicable\"",\n  \""social_media\"": {\n    \""linkedin\"": \""https://www.linkedin.com/company/manatt-phelps-&-phillips-llp\"",\n    \""instagram\"": \""https://www.instagram.com/manattlaw\"",\n    \""latest_event_post\"": \""\u201cJoin Manatt experts for our 2023 Entertainment & Media Legal Summit \u2013 October 12, San Francisco.\u201d\""\n  }\n}"""
RESIDENTIAL RENTAL - 12 UNITS,2620 HILLEGASS AVENUE LLC,2620 HILLEGASS Ave,
BILINGUAL SCHOOL,BERKELEY CHINESE BILINGUAL SCHOOL,2830 NINTH St,
STREET & HIGHWAY CONTR,GOEBEL CONSTRUCTION INC,0 VARIOUS,
RES. RENTAL - 4 UNITS,OVERSLOOT JULIA,2536 PIEDMONT AVE,"""{\n  \""name\"": \""OVERSLOOT JULIA\"",\n  \""address\"": \""2536 Piedmont Ave\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": {},\n  \""established\"": null,\n  \""type\"": null,\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": null,\n    \""atmosphere\"": null,\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""restaurantguru_rating\"": null,\n    \""birdeye_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": null,\n  \""payment\"": [],\n  \""wifi\"": null,\n  \""delivery\"": null,\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  }\n}"""
