BusDesc,B1_BUSINESS_NAME,B1_FULL_ADDRESS,Business Detailed Data
COMMERCIAL RENTAL,JLTSOU LLC,2997 COLLEGE AVE,
GENERAL CONTRACTOR,R A M GENERAL CONTRACTOR,0 VARIOUS,
MUSIC PRODUCTION,SONGLINE/TONE FIELD PRODUCTION,1649 HOPKINS ST,
CONSTRUCTION,DON RENE ALVARADO GENERAL CONTRACTOR INC,0 VARIOUS,
RESIDENTIAL RENTING,"SSGSS, LLC",2634 COLLEGE Ave,
MARINA MANAGEMENT SOFTWARE,INTEGRATED BUSINESS CONSULTANTS OF GA,0 VARIOUS,
ROOFING CONTRACTOR,A TECH ROOFING INC,0 VARIOUS,
JOB RECRUITMENT,LABCREATRIX GLOBAL,2120 UNIVERSITY Ave,
PSYCHOTHERAPY,FISHER CHARLES P,1491 HOPKINS ST,
MECHANICAL CONTRACTOR,COMFORT AIR MECHANICAL SYSTEMS INC,0 VARIOUS,
TRAFFIC SOFTWARE,CUBIC ITS INC,0 VARIOUS,
BOOKSTORE,PEGASUS,1855 SOLANO AVE,
DESIGN/BUILD CONTRACTOR,HALYARD INC,0 VARIOUS,
GARDENING SERVICE,NAVARRO RICARDO,2410 SACRAMENTO ST,
WINE SHOP W/TASTING ROOM,ADEGA AZUL,1287 GILMAN St,
"RES. 6 UNITS, 1 OOCC",HENRY ST APARTMENTS,1516 HENRY St,
CONSULTING SERVICES,SIX SIGMA QUALITY SOLUTION,1100 SUTTER St,
CLINICAL PSYCHOLOGY,PETER SILEN PH.D,2025 ROSE St,
RES. RENTAL-1 UNIT (U1),JOHNSTON STEWART,2124 STUART St,
RES. RENTAL - 7 UNITS,KAWAKAMI K,2134 MCGEE AVE,
JANITORIAL SERVICES,ELITE BUILDING&MAINTENANCE SRV,1932 NINTH ST,
RENTAL PROPERTY,BOCCI/SCHNEIDER,2331 BLAKE ST,
RENTAL - 10 UNITS,AFFORDABLE HOUSING ASSOCIATES,2207 SIXTH ST,
CPA & ADVISORS,"BAKER TILLY ADVISORY GROUP, LP",0 VARIOUS,
MAGAZINE,TIKKUN MAGAZINE,2375 SHATTUCK AVE,
COMMERCIAL RENTAL,F S LOUIE & CO INC,2423 FOURTH ST,
HR CONSULTING,SDR CONSULTING,0 VARIOUS,
CONCRETE CONTRACTOR,LEYVA CONCRETE INC,0 VARIOUS,
ELECTRIC CONTRACTOR,K.Y. ELECTRIC,0 VARIOUS,
GENERAL CONTRACTOR,OLSON BROS INC,0 VARIOUS,
PAYROLL SERVICES & OFFICE ADMINISTRATION,NESTAL CONSULTANTS,1149 FRANCISCO ST,
GENERAL CONSTRUCTION,FIELD CONSTRUCTION INC,0 VARIOUS,
OPTICAL MANUFACTURING,IMAGIZE LLC,2020 STUART St,
RESIDENTAL RENTAL,2817 COLLEGE AVENUE LLC,2817 COLLEGE AVE,
JANITORIAL SERVICES,B AND B HOME SERVICES,0 VARIOUS,
RES RENTAL-4 UNITS (U1),NEWMAN FAMILY TRUST,2911 FULTON ST,
BABY SUPPLIES - ONLINE,DEJARLAIS ANDREA,1511 CURTIS ST,
BUILDING CONTRACTOR,BURKE BUILDERS INC,0 VARIOUS,
CONSULSINT SERVICES,INQWIRE PBC,2243 BROWNING St,
MASSAGE THERAPY,RUIZ JAY ROEL TAMONTE,0 VARIOUS,
GRAPHIC ART DESIGNS,CELERY DESIGN COLLABORATIVE,1716 SAN PABLO Ave,
BERKELEY IT TEST LICENSE (FOR TESTING PURPOSES ONLY),BERKELEY IT TEST LICENSE (FOR TESTING PURPOSES ONLY),0 VARIOUS,
SOLAR INSTALLATION,HCI SOLAR,0 VARIOUS,
DEALER RUGS & SERVICES,TULANIAN H & SONS,2998 COLLEGE AVE,
FILM & TV CONSULTING,ROSEN RACHEL,2725 PRINCE St,
COMMERCIAL RENTAL,MCGAFFIE S & ROBINSON J,1227 BANCROFT WAY,
MULTIMEDIA ART/PHOTO,ANAND VARMA PHOTOGRAPHY LLC,2970 SAN PABLO Ave,
TRANSLATION/INTERPRETING,PARTNERS IN COMMUNICATION LLC,0 VARIOUS,
CLOTHING & ACCESSORIES,2ND STREET TELEGRAPH,2543 Telegraph Ave,
JAPANESE SWEET SHOP,OHANA FLORAL SWEETS,1837 DWIGHT Way,
CONSTRUCTION,VESLO CONTRACTING,0 VARIOUS,
"CONSULTING, COUNSELING SERVICES",CARUSO-RADIN INC,1491 HOPKINS St,
RES. RENTAL - 9 UNITS,RISLEY JAMES & MAXINE,1354 SCENIC AVE,
SOFTWARE & PAYMENT,ACTIVE NETWORK LLC,0 VARIOUS,
CONSTRUCTION INTERIOR/EXTERIOR,MAVERICK REMODEL BUILDER LLC,0 VARIOUS,
ADMIN FUNCTIONS - PAYROLL,DECISION COUNSEL INC,0 VARIOUS,
PSYCHOTHREAPY OFFICE,NORMA MYERS LMFT,3286 ADELINE St,
HANDYMAN,GALEANA LUIS,0 VARIOUS,
GROCERY & LIQUOR STORE,BING'S LIQUOR,1801 SAN PABLO AVE,
"PAINT, WALLPAPER & COLOUR",FARROW & BALL INC,1813 FOURTH St,
RES. RENTAL - 30 UNITS,HOWAN LILLIAN & YIN,2216 DWIGHT WAY,
RUGS,RUBY RUGS,1882 SOLANO Ave,
EDUCATIONAL CONSULTANT,FIRELIGHT EDUCATION,2746 GARBER St,
GENERAL CONTRACTOR,CONSCIOUS CONSTRUCTION,0 VARIOUS,
"RES. 2 UNITS, COMM",YEE ALVIN & JEAN S & SUSAN,3023 ADELINE ST,
RES. RENTAL - 8 UNITS,REDDY LAKIREDDY B,2229 DWIGHT WAY,
RES. RENTAL - 9 UNITS,GRANT STREET APARTMENTS LLC,2120 GRANT St,
ROOFING CONTRACTOR,QUALITY ROOFING CO INC,0 VARIOUS,
CONSTRUCTION,JOURNEY BUILDERS,0 VARIOUS,
PSYCHOTHERAPY,LESLIE BELL LCSW,2127 ASHBY AVE,
ELECTRICAL CONTRACTOR,ECLECTIC ELECTRIC,0 VARIOUS,
GENERAL CONTRACTOR,GATTERMAN CONSTRUCTION,0 VARIOUS,
RESTAURANT,LE BATEAU IVRE/ DRUNKEN BOAT,2629 TELEGRAPH AVE,
GLUTEN FREE CRACKERS,BIRDI LLC,2701 EIGHTH St,
COUNSELING,SHAFIEZADEH HAMID,2625 REGENT St,
PROJECT BASED CONSULTING,VINITA GOYAL CONSULTING,2642 REGENT St,
ELECTRICAL SUPPLY,SAN LEANDRO ELECTRIC SUPPLY,0 VARIOUS,
REMODELING CONTRACTOR,ARGUETA AND RUANO CONSTRUCTION INC,0 VARIOUS,
GHOST TOURS,THE HAUNTED BAY,3154 COLLEGE Ave,
STRUCTURAL ENGINEERING,SPACE COATINGS INC DBA BERKELEY STRUCTURES,0 VARIOUS,
WINERY,"KLEINLERER WINES, LLC",1102 SIXTH St,
INTERNET SALES,INGHAM AGILE ENTERPRISES,1492 SUMMIT Rd,
GENERAL CONTRACTOR,RENOPRO CONSTRUCTION INC,0 VARIOUS,
EDUCATION SUPPORT SVCS,WILLIAM SAVIDGE K12 SCHOOL FACILITIES,2309 GRANT St,
SOLAR INSTALL,SUNERGY,0 VARIOUS,
NAIL SALON,SOLEMATES NAIL CARE LLC,1483 SHATTUCK Ave,
PSYCHOTHERAPY,SAMUEL VERZATT LMFT,2380 ELLSWORTH St,
FRAT FOOTBALL PARKING,ALPHA CHI SIGMA FRATERNITY,2627 VIRGINIA ST,
FRATERNITY-STUDENT HOUSING,BETA THETA PI OMEGA HOUSE CORPORATION,2728 CHANNING Way,
PLUMBING CONTRACTOR,STREAMLINE PLUMBING COMPANY,0 VARIOUS,
STEEL CONTRACTORS,SUMMIT STEEL WORKS CORP,0 VARIOUS,
SEWER REPAIR/REPLACEMENT,CALIFORNIA SEWER ENGINEERING INC,0 VARIOUS,
FIRE SPRINKLER INSTALL,TRIAD FIRE PROTECTION SYSTEMS INC,0 VARIOUS,
EDUCATION SUPPORT SVCS,CORR BRIAN,0 VARIOUS,
JANITORIAL SERVICE,JG BEST BUILDING MAINTENANCE LLC,0 VARIOUS,
AUTO REPAIR,WISE AUTO TECHNOLOGY,2323 SAN PABLO Ave,
COMMERCIAL RENTAL,KEN DAVID & JOHN ALLEN,845 CARLETON ST,
ORTHOPEDIC APPLIANCE RES 39,JOHNSTON ORTHO & MEDICAL,2801 SHATTUCK AVE,
ROOFING CONTRACTOR,NEW CENTURY ROOFING TILE INC,0 VARIOUS,
GRAPHIC DESIGN,LAURA MYERS DESIGN,1003 SIERRA ST,
RENTAL PROPERTY -(U1),TODD MATTHEW & LAUREN,2310 BLAKE St,
COMMERCIAL RENTAL,MORTENSEN FAMILY TRUST,1575 HOPKINS ST,
GENERAL CONTRACTOR,WOODSUM CONSTRUCTION INC,0 VARIOUS,
MENTAL HEALTH SERVICES,"FAMILY SPRING PSYCHOLOGY, P.C.",2615 ASHBY Ave,
SECURITY SYSTEM CONTR,MICROBIZ SERVICE COMPANY,0 VARIOUS,
INSTALL SPIRAL STAIRWAY & ELECTRIC,PRO GREEN CONSTRUCTION INC,0 VARIOUS,
REMODELING,VINICON CONSTRUCTION INC,0 VARIOUS,
BUSINESS LEAGUE,WEST BERKELEY ASSOC. OF INDUST,2645 SHASTA Rd,
BREWERY,TRIPLE ROCK BREWERY,1920 SHATTUCK AVE,
UTILITY USER PROVIDER,TIGER NATURAL GAS INC,0 VARIOUS,
FRAMING CONTRACTOR,NORCAL CRAFTSMAN,0 VARIOUS,
RENTAL PROPERTY 24 UNITS,SUKOFF ALBERT,1315 DWIGHT WAY,
PROPERTY MANAGEMENT,W-SW WBLS WEST OWNER IX LP,0 VARIOUS,
BIOTECHNOLOGY RESEARCH AND DEVELOPMENT,"CARIBOU BIOSCIENCES, INC.",2895 SEVENTH St,
YOUTH HOUSING PROGRAM,LARKIN STREET YOUTH SERVICES,3404 KING St,
BOOK SHOP AND WINE CAFE,BOOK SOCIETY LLC,2945 COLLEGE Ave,
RENTAL PROPERTY,DAVIS DAVID,2430 EIGHTH St,
PR/POLITCAL CONSULTING,FELSING PUBLIC RELATIONS LLC,1826 ALCATRAZ Ave,
RENTAL PROPERTY,GEERTZ SHERRON,1847 FRANCISCO ST,
RES. RENTAL-3 UNITS (U1),MAHAFFEY KENNETH R,3237 CALIFORNIA St,
ELECTRICAL CONTRACTOR,SADLERCO,0 VARIOUS,
GENERAL CONSTRUCTION,DRL CONTRACTING,0 VARIOUS,
FAST FOOD; ICE CREAM,FOSTER FREEZE,1199 UNIVERSITY Ave,
TELECOM ENG INSTALLATION,PEARCE SERVICES LLC,0 VARIOUS,
COMMERCIAL FRAMING,RICHARD HANCOCK INC,0 VARIOUS,
SOFTWARE DEVELOPMENT,ZIZBEE,2939 PINE AVE,
TRANSPORTATION ENGINEER,PH ASSOCIATES,2711 STUART ST,
CLIMATE CONSULTING,CLIMATE POSITIVE CONSULTING,2341 PARKER St,
CONCRETE CONTRACTOR,EXPRESS CONCRETE BREAKING & CUTTING,0 VARIOUS,
SELLING DELI SANDWICHES,ROAST & TOAST CAFE CORP,1746 SHATTUCK Ave,
HOME HEALTH CARE,ZION HEALTHCARE SERVICES LLC,0 VARIOUS,
COMMERICAL RENTAL PROPERTY,MARTIN M & L FAMILY LTD PTNS,836 FOLGER AVE,
RES. RENTAL - 3 UNITS,RANDHAWA AMRIK S,853 CEDAR ST,
RENTAL PROPERTY,LIAO CHI JUN,2509 DANA ST,
CLINICAL PSYCHOLOGIST,EAST BAY ADHD PSYCHOLOGY & ASSESSMENT APC,1635 SOLANO Ave,
CONSULTANT,DYG SERVICES,0 VARIOUS,
RENTAL PROPERTY/5 UNITS,PEREZ JOSE & GRACIELA M,1518 HARMON ST,
RETAIL BOOKSTORE,MRS. DALLOWAY'S LITERARY AND GARDEN ARTS,2904 COLLEGE Ave,
FIRE LIFE SAFETY CONTRACTOR,CALIFORNIA FIRE DETECTION,0 VARIOUS,
CONSTRUCTION - REMODEL,J C PROSPECTIVE CONSTRUCTION INC,0 VARIOUS,
RESTAURANT,KIRALA RESTAURANT,2100 WARD ST,
RENTAL PROPERTY,KARAS DENIS/EVIE,2414 PARKER ST,
ELECTRICAL CONTRACTOR,SHADOW ELECTRIC LLC,0 VARIOUS,
COMMERCIAL RENTAL,O'HAY PHILIP/BARBARA,1824 UNIVERSITY AVE,
ASL-ENGLISH INTERPRETING,JYOTI RIO REINEKE-SELDMAN COMMUNCATION CONSULTANT,1914 VINE St,
CONSTRUCTION,CALIFORNIA BUILDING AND REMODELING,0 VARIOUS,
SOLAR CONTRACTOR,ENERGY SERVICE PARTNERS INC,0 VARIOUS,
ENGINEERING SERVICES,NN ENGINEERING INC,0 VARIOUS,
PRIVATE UNIVERSITY OFFICE,WESTERN INSTITUTE FOR SOCIAL R,1812 SAN PEDRO Ave,
PACKAGING SUPPLIES,EXCELLENT PACKAGING & SUPPLY,0 VARIOUS,
PAINTING CONTRACTORS,JERRY THOMPSON & SONS PAINTING,0 VARIOUS,
SPA,BLUEMERCURY INC,2956 COLLEGE Ave,
COMMERCIAL RENTAL,"2180 SHATTUCK OWNER, LLC",2168 SHATTUCK Ave,
RENTAL,WENTWORTH ABIGAIL B,2442 GRANT ST,
RES. RENTAL - 6 UNITS,LUM WALTER Y,2206 MCKINLEY AVE,
STRUCTURAL FUMIGATION,FIRST CLASS FUMIGATION INC,0 VARIOUS,
CONTRACTOR - SEWER WORK,LIO ROOTER COMPANY,0 VARIOUS,
HEARING VOICES AWARENESS,BAY AREA HEARING VOICES NETWORK,1012 JONES St,
PSYCHOLOGIST,BERKELEY PSYCHOLOGY CL,2999 REGENT ST,
SECOND HAND STORE,VON HEMERT ANTIQUES,1989 ASHBY AVE,
SOFTWARE,KINTSUGI MINDFUL WELLNESS INC,2737 GARBER St,
GENERAL BUILDING,DANG'S HOME INNOVATION,0 VARIOUS,
COMMERCIAL RENTAL,BENNETT SUSAN I,2917 COLLEGE AVE,
ELECTRICAL CONTRACTOR,E J  WEBER ELECTRIC CO INC,0 VARIOUS,
RENTAL PROPERTY,REVENAUGH PAUL & DANIELL,2529 ETNA St,
DIRECT MAIL BROKERAGE,NAMES IN THE NEWS,2550 NINTH St,
RES. RENTAL - 2 UNITS,WALZER WILLIAM,1429 ALLSTON Way,
JANITORIAL SERVICES,C&L MIRACLEAN,0 VARIOUS,
CLEANING SERVICES,BLOCK BY BLOCK,2437 DURANT Ave,
COMMERCIAL/RES RENTAL,SUYEMATSU KAZUYE,1483 SAN PABLO AVE,
RENTAL PROPERTY - 5 UNITS,ETTEFAGH PROPERTY PARTNERSHIP LP,2718 DURANT Ave,
RES. RENTAL - 7 UNITS,GASPARDONE & SLAVAZZA,2038 HEARST AVE,
ACCOUNTING SERVICES,TWO PLUS TWO EQUALS FIVE INC,1818 HARMON St,
MUSICAL INSTRUMENTS,MUSICIAN'S MALL,2111 CHANNING Way,
MULTI RESIDENTIAL,STEVENS RAYMOND,2421 SAN PABLO AVE,
MASSAGE,MALAITHAI MASSAGE LLC,1819 UNIVERSITY Ave,
COMMERCIAL RENTAL,HENRY D WEISS TRUST,1345 M L KING JR WAY,
HOUSING INSPECTIONS,ISTERLING INC,0 VARIOUS,
CONSULTING SERVICES,INNOVATION NETWORK FOR COMMUNITIES INC,0 VARIOUS,
STRATEGY CONSULTING,OPUS 12 LLC,2307 BONAR St,
STEEL & GATE INSTALLATION,BIG VALLEY METALS,0 VARIOUS,
"RES. 2 UNITS, 1 COMM",MASER JAMES & LAURA WATERS,1328 SIXTH ST,
RES. RENTAL - 5 UNITS,MOSLEH MOHAMED H,1512 STUART ST,
LAW FIRM,SHUTE MIHALY & WEINBERGER LLP,0 VARIOUS,
FIVE UNIT APARTMENT,YK COMMERCE HOLDINGS LLC,1109 PARKER St,
BAKERY,LAVENDER BAKERY & CAFE,2101 SAN PABLO Ave,
FULL SERVICE RESTAURANT,NAMASTE MADRAS INDIAN CUISINE,2323 SHATTUCK AVE,
COMMERCIAL RENTAL,GRANT GREEN PARTNERSHIP,2110 VINE ST,
REMEDIATION AND ENVIRONMENTAL CONSULTING,ENVIRONMENTAL RESOURCE GROUP INC,0 VARIOUS,
COMMERCIAL RENTAL,WHITE WEST PROPERTIES,1930 SECOND ST,
DEVELOP & MARKET NOVEL NUCLEIC ACID THERAPIES,RADAR THERAPEUTICS INC,2630 BANCROFT Way,
AUTOMOTIVE RADIATOR SVCS,BERKELEY RADIATOR LLC,2732 SAN PABLO Ave,
ARCHITECTS,NOLL & TAM ARCHITECTS,729 HEINZ AVE,
MEDICAL OFFICE,ALTA EAST BAY PATHOLOGY INC,2450 ASHBY AVE,
GENERAL CONTRACTOR,JENNINGS MCCANN CONSTRUCTION,0 VARIOUS,
RESIDENTIAL RENTAL,VELAZQUEZ-PEREZ RIGOBERTO,3308 CALIFORNIA ST,
ELECTRICAL CONTRACTOR,ANCHOR ELECTRIC INC.,0 VARIOUS,
BACKFLOW INSTALLATION,BAY AREA BACKFLOW INC,0 VARIOUS,
NON-PROFIT,WE CARE SOLAR,2140 SHATTUCK Ave,
NON-EMERGENCY MEDICAL TRANSPORT,BLEN TRANSPORT,2840 SACRAMENTO St,
COMMERCIAL RENTAL,RI-1031 GILMAN LLC,1031 GILMAN St,
ROOFING CONTRACTOR,IDEAL ROOFING CORPORTATION,1331 EIGHTH St,
RES. RENTAL - 3 UNITS,PAMELA THOMAS & MICHAEL THOMAS,1824 SIXTY-SECOND ST,
FULL SERVICE RESTAURANT,KIRIN RESTAURANT,1767 SOLANO AVE,
AT HOME BAKER,BLACKWOOD SUSAN,2014 VINE St,
MULTI RESIDENTIAL,ROBINSON NATASHA,1612 EDITH ST,
MECHANICAL & ELECTRICAL INSTALLATION,TARABINI MECHANICAL,0 VARIOUS,
ASIAN FOOD,MALA TOWN,2041 UNIVERSITY Ave,
COMMERCIAL RENTAL,SATAKE ALVIN,1662 SHATTUCK AVE,
GENERAL CONSTRUCTION,TOP GENERATION BUILDERS INC,0 VARIOUS,
APPAREL FROM ORIGINAL ART,TEICHNER NAYANI,1214 DERBY St,
C-10 ELECTRICIAN,W C J ELECTRIC INC,0 VARIOUS,
PRENATAL POSTPARTUM FITNESS GROUP,FIT4MOM 510,0 VARIOUS,
INSTRUMENT REPAIR/RENTAL,WIND & BRASS,1621 SOLANO Ave,
RENTAL PROPERTY/12 UNITS,VERO PROPERTIES LLC,2732 BENVENUE AVE,
GENERAL CONTRACTOR,WCI-GC,0 VARIOUS,
HVAC,HEALTHY DUCT CLEANING,0 VARIOUS,
SOFTWARE OPERATION/CODING,ROBERT M GAILEY CONSULTING HYDROGEOLOGIST PC,81 THE PLAZA Dr,
DESIGN CONTRACTOR,NORTH BERKELEY DESIGN & CONSTRUCTION INC,2026 FRANCISCO St,
MANAGEMENT CONSULTING,CAELI STRATEGY LLC,2422 ROOSEVELT Ave,
FULL SERVICE RESTAURANT,BERKELEY SOCIAL CLUB,2050 UNIVERSITY Ave,
SANITATION CONTRACTOR,CHICO TRENCHLESS CO,0 VARIOUS,
RESTAURANT,ZACT ENTERPRISE,2125 SHATTUCK Ave,
PRINT FINISHING EQUIPMENT,SADDLE POINT SONS LLC,2608 NINTH St,
ROOFING CONTRACTOR,PARAGON ROOFING & REMODELING INC,0 VARIOUS,
INSPECTION & TESTING,RES ENGINEERS,0 VARIOUS,
RES. RENTAL - 5 UNITS,CLAYMORE PROPERTIES LLC,3010 HILLEGASS AVE,
PSYCHOTHERAPY,NIKO WHITMIRE PSYD,2991 SHATTUCK Ave,
ELECTRICAL CONTRACTOR,EARTH STAR ELECTRIC,0 VARIOUS,
HANDYMAN,BAY AREA HOME REVIVERS,0 VARIOUS,
PLUMBING CONTRACTOR,NIGEL MULGREW PLUMBING INC,0 VARIOUS,
BIOTECHNOLOGY LAB,INAPILL INC,2625 DURANT Ave,
ELECTRICAL CONTRACTOR,NIJSSEN ELECTRIC,0 VARIOUS,
PLUMBING CONTRACTOR,PURE WATER PLUMBING AND ROOTER INC,0 VARIOUS,
CARPET CLEANING SVCS,COIT SERVICES,0 VARIOUS,
DRYWALL - CONSTRUCTION,EC PAYNE DRYWALL INC,0 VARIOUS,
RENTAL PROPERTY,SOHEYLA SEYFHASHEMI,2036 VINE ST,
ARCHITECTURAL SERVICES,"TODD JERSEY, ARCHITECTURE",1321 EIGHTH ST,
GENERAL CONTRACTOR,BETTER BUILDING REPAIRS,0 VARIOUS,
RETAIL SHOE STORE,SOLE TERRA SHOES INC,1774 SOLANO Ave,
BARBER SHOP,"MARK JASON SOLOFA, MENS GROOMI",2213 SAN PABLO AVE,
GENERAL CONTRACTOR,J TYLER BUILDERS,0 VARIOUS,
ARCHITECTS/BUILDERS,WA DESIGN INC,805 FOLGER Ave,
FRATERNAL LODGE,BERKELEY ODD FELLOWS LODGE,2288 FULTON ST,
RESIDENTIAL REMODELING,AMAZON CONSTRUCTION LLC,0 VARIOUS,
POTTERY STUDIO,NARA CORPORATION,1221 EIGHTH St,
RES. RENTAL - 6 UNITS,BERMAN SUSAN,1515 MILVIA ST,
RES. RENTAL-1 UNIT (U1),VINCENT & GERST LLC,2777 NINTH St,
CONSTRUCTION,CLASSIC CONSTRUCTION COMPANY,0 VARIOUS,
NONPROFIT ORG CONSULTING,STEEP RAVINE CONSULTING LLC,2320 ACTON St,
PROVIDING INFORMATION TECH,INTRATEK COMPUTER INC,0 VARIOUS,
HVAC CONTRACTOR,HEIRLOOM HEATING AND AIR LLC,0 VARIOUS,
GENERAL CONTRACTOR,SEISMIC RETROFITTERS INC,0 VARIOUS,
RESIDENTIAL RENTAL,WONG WAI KEUNG,1430 M L KING JR WAY,
GENERAL CONTRACTOR,ATELIER 19AD6 INC,0 VARIOUS,
ELECTRICAL WORK,BLAKESLEE ELECTRIC INC,0 VARIOUS,
CONSULTING SERVICES,FOSTER & FOSTER CONSULTING ACTUARIES INC,0 VARIOUS,
PLUMBING,ANDREUS PLUMBING CO,0 VARIOUS,
CONCRETE REMOVE & REPLACE,B R CONCRETE,0 VARIOUS,
CATHODIC PROTECTION,ACCURATE CORROSION CONTROL INC,0 VARIOUS,
RENTAL PROPERTY-10 UNITS,ARCH STREET VILLAGE LLC,1850 ARCH St,
CONSULTING SERVICES,BERKELEY ENGINEERING SOLUTIONS LLC,2729 DWIGHT Way,
INSTALL OVERHEAD DOORS,FRONTIER BUILDING PRODUCTS PACIFIC INC,0 VARIOUS,
AUTOMOTIVE REPAIR,GRANDMA'S GARAGE,821 GILMAN ST,
TECHNOLOGY CONSULTING,RODINA CONSULTING INC,2001 ADDISON St,
ROOFING CONTRACTOR,VEVOA ROOFING SYSTEMS,0 VARIOUS,
RESIDENTIAL ELECTRICAL/SOLAR,BRADY ENERGY LLC,0 VARIOUS,
SOFTWARE DEVELOPER,ADYNWARE INC,1209 GLEN Ave,
COMMERCIAL RENTAL,WLF INC/R APTE,1918 BONITA AVE,
ELECTRICAL CONTRACTING,TARIN ELECTRIC INC,0 VARIOUS,
RES. RENTAL - 3 UNITS,GREENWAY CHERYL,2134 PARKER ST,
VENDING MACHINES,WEST COAST VENDING,0 VARIOUS,
PSYCHOTHERAPY PRACTICE,HEITLER RACHEL,1760 SOLANO Ave,
PROPERTY MANAGEMENT,SILVA BUSINESS CONSULTING,0 VARIOUS,
RES. RENTAL - 10 UNITS,WILLETT DONALD,1316 BURNETT ST,
DAIRY PRODUCTS,DESITASTE INC.DBA CHIBBER DIST,979 CRAGMONT AVE,
PLUMBING/GEN'L CONTRACTOR,TEC ACCUTITE/TEC ENVIRONMENTAL,0 VARIOUS,
RES RENTAL-4UNITS (U1),ANDREWS CHAD,1608 PRINCE ST,
LANDSCAPE SERVICES,ARBORTECH TREE CARE INC,0 VARIOUS,
GENERAL CONTRACTOR,RICHLEN CONSTRUCTION,0 VARIOUS,
EDUCATIONAL SUPPORT SVC,BIOTECH PARTNERS,800 DWIGHT WAY,
RES. RENTAL-3 UNITS (U1),OGBURN FAMILY TRUST,1216 SPRUCE ST,
RENTAL PROPERTIES,SABETIMANI ZIA,2009 ROSE ST,
RESTAURANT,KOKOLO DONBURI,2237 SHATTUCK Ave,
TEACH ARTS & CRAFTS,MAX'S GARAGE PRESS INC,1006 PARDEE St,
CONSTRUCTION OF POOL HOUSE,DESIGN LINE CONSTRUCTION,0 VARIOUS,
RENTAL PROPERTY,KEY ROUTE PARTNERS LLC,1277 HEARST Ave,
FURNITURE,FENTON MACLAREN LTD,1440 SAN PABLO Ave,
PEDIATRICIANS,EAST BAY PEDIATRICS MEDICAL GP,2999 REGENT ST,
PEDIATRIC OCCUPATIONAL THERAPY,ELISABETH MEIKLE OTR/L,0 VARIOUS,
RES. RENTAL - 24 UNITS,2330 BLAKE STREET APARTMENTS,2330 BLAKE ST,
ROOM ADDITION PROJECT,PINON CUSTOM CONSTRUCTION INC,0 VARIOUS,
DENTIST,KAMI BARRY,1811 UNIVERSITY AVE,
BIOTECHNOLOGY R & D,CYTOVIER LLC,1201 TENTH St,
ROOF/SOLAR CONTRACTOR,LUNDY SOLAR AND ROOFING CO LLC,0 VARIOUS,
"PACK AND SHIP BUSINESS INCLUDING NOTARY, COPYING, PRINTING, FILE SHREDDING, LIVE SCAN",BERKELEY MAIL & PRINT,2500 M L KING JR Way,
COMPUTER PROGRAMMING MFG,RHAMPHORHYNCHUS SOFTWARE,3134 CALIFORNIA ST,
COMMERCIAL RENTAL,DAGOVITZ MELVIN & ANGELA,2547 EIGHTH ST,
INVESTMENT CENTER,FIDELITY INVESTMENTS,1995 UNIVERSITY AVE,
RENTAL PROPERTY 8 UNITS U1,EUCLID ENCLAVE LLC,1015 EUCLID Ave,
RENTAL PROPERTY,CORERIS JOHN & AKIN EROL,2175 DWIGHT Way,
RES. RENTAL - 3 UNITS,GUSSMANN JUDITH,2705 BENVENUE AVE,
PARKING METER SERVICES,IPS GROUP INC,0 VARIOUS,
BATTERY METAL R&D,KOBOLD METALS COMPANY,64 SHATTUCK Sq,
ELECTRICAL CONTRACTOR,CT ELECTRIC LLC,0 VARIOUS,
FOOD STYLIST,DOLESE GEORGE,3121 COLLEGE AVE,
CIVIL/STRUCTURAL ENG,T.Y. LIN INTERNATIONAL,0 VARIOUS,
DIGITAL PHOTOGRAPHY,JEFFERY CROSS INC,2750 PRINCE St,
SOLAR CONTRACTOR,WEST COAST SOLAR INC,0 VARIOUS,
RES. RENTAL - 3 UNITS,SON INSUN,2316 VALLEY ST,
CONTRACTOR,GALEANA GLAZING,0 VARIOUS,
COOPERATIVE FACILITATION CONSULTANT,SASSY FACILITATION,1643 PRINCE ST,
CONSTRUCTION,BCD CONSTRUCTION,0 VARIOUS,
WEDDING AND EVENT FLORIST,THIS HUMBLE ABODE,830 GILMAN St,
ASPHALT MILLINGS CONTR,ANRAK CORPORATION,0 VARIOUS,
RES. RENTAL-1 UNIT (U1),VINCENT & GERST LLC,2777 NINTH St,
HOME BASED BAKING-BREAD/COOKIES,BLAKE STREET BAKING,1404 BLAKE St,
PLUMBING CONTRACTOR,TEAM NO LEAKS PLUMBING INC,0 VARIOUS,
GENERAL CONTRACTOR,VALLEY WATERPROOFING INC,0 VARIOUS,
LANDSCAPE CONTRACTOR,PARK WEST RESCOM INC,0 VARIOUS,
CRAFT/HOBBY - ONLINE,EVERYDAY EXPLORERS CO,900 JONES St,
RENTAL PROPERTY,MCNEVIN MICHAEL W & LINDA C,1348 SEVENTH ST,
COMMERICAL PROPERTY OWNER,PLANT EDWARD M III,2644 ASHBY Ave,
ENGINEERING CONTRACTOR,GORMAN PIPELINE INC,0 VARIOUS,
"HAIRSTYLIST, BOOTH RENTAL",THUAN HAIR DESIGN,1600 SHATTUCK Ave,
RENTAL PROPERTY/4 UNITS,KAWAKAMI ELAINE F,1430 BERKELEY WAY,
