APN,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
055 187700800,BL-021129,RESTAURANT,Retail Trade,CLOVER FOOD VENTURES INC,722513 - Limited-Service Restaurants,R,6,Corporation,CLOVER FOOD VENTURES INC,596 SANTANDER DR,,SAN RAMON,CA,945832154,Business Owner,2521 DURANT Ave,BERKELEY,CA,94704,
062 286700300,BL-040865,MUSIC CLASSES,Professional SemiProfessional,VOILLEQUE MICHELE,611610 - Fine Arts Schools,P,0,Sole Ownership,VOILLEQUE MICHELE,PO BOX 7376,,BERKELEY,CA,947070376,Business Owner,510 COLUSA AVE,BERKELEY,CA,94707,
ZZZZZZZZZZZZZ,BL-046751,ENVIRONMENTAL SERVICES,Business Personal Repair Svs,CLEAN HARBOR ENV SERVICES,562211 - Hazardous Waste Treatment and Disposal,B,2,Corporation,CLEAN HARBOR ENV SERVICES,42 LONGWATER DR,ATTN TAX DEPT,NORWELL,MA,02061-1612,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 205602600,BL-003961,RES. RENTAL - 3 UNITS,Rental of Real Property,WELSH DAVID P,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,WELSH DAVID P,1940 HEARST AVE,,BERKELEY,CA,94709,Business Owner,1940 HEARST AVE,BERKELEY,CA,94709,
060 235600904,BL-024991,COMMERCIAL RENTAL,Rental of Real Property,SMITH & WALTERS INC,531110 - Lessors of Residential Buildings and Dwellings,L,0,Corporation,SMITH & WALTERS INC,5492 TAFT AVE,,OAKLAND,CA,94618-1517,Business Owner,1225 EIGHTH ST,BERKELEY,CA,94710,
054 174601100,BL-033120,COMMERCIAL RENTAL,Rental of Real Property,TRACHTENBERG ROBERT,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,TRACHTENBERG ROBERT,3014 1/2 BENVENUE AVE,,BERKELEY,CA,94705,Business Owner,931 PARDEE ST,BERKELEY,CA,94710,
054 177800202,BL-022186,PROFESSIONAL SOCIETY,Non Profit Organizations,ANTI-SEISMIC SYSTEMS INTERNATIONAL SOCIETY INC,541330 - Engineering Services,N,0,Corporation,ANTI-SEISMIC SYSTEMS INTERNATIONAL SOCIETY INC,2560 9TH ST STE 213B,,BERKELEY,CA,94710,Business Owner,2560 NINTH St,BERKELEY,CA,94710,
059 226702500,BL-029622,ART CONSERVATION,Professional SemiProfessional,SHOEMAKER HEIDA Q S,541430 - Graphic Design Services,P,0,Sole Ownership,SHOEMAKER HEIDA Q S,1533 BONITA AVE,,BERKELEY,CA,94709,Business Owner,1533 BONITA AVE,BERKELEY,CA,94709,
060 239103000,BL-010857,RENTAL PROPERTY - 1 UNIT,Rental of Real Property,AUDO LEONARD,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,AUDO LEONARD,2105 MARTIN LUTHER KING JR WAY FL 2,,BERKELEY,CA,94704-1108,Business Owner,1446 NEILSON St,BERKELEY,CA,94702,
056 192101800,BL-007512,EARLY LITERACY SERVICES,Non Profit Organizations,THE BERKELEY BABY BOOK PROJECT,624110 - Child and Youth Services,N,1,Corporation,THE BERKELEY BABY BOOK PROJECT,PO BOX 8213,,BERKELEY,CA,947078213,Business Owner,2451 WEST St,BERKELEY,CA,94702,
055 187000101,BL-045540,FRATERNITY NON-PROFIT,Non Profit Organizations,CALIFORNIA ALUMNI OF D.K.E.,813410 - Civic and Social Organizations,N,0,Corporation,CALIFORNIA ALUMNI OF D.K.E.,PO BOX 6688,,MORAGA,CA,94570,Business Owner,2302 PIEDMONT AVE,BERKELEY,CA,94704,
052 153200700,BL-010960,3D VISUALIZATION,Professional SemiProfessional,NEOSCAPE INCORPORATED,541890 - Other Services Related to Advertising,P,4,Corporation,NEOSCAPE INCORPORATED,23 DRYDOCK AVE STE 710W,,BOSTON,MA,02210-2545,Business Owner,1719 SIXTY-THIRD St,BERKELEY,CA,94703,
058 217701200,BL-030111,RES. RENTAL - 8 UNITS,Rental of Real Property,MOAVEN SAGHI L,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,MOAVEN SAGHI L,1798 WALNUT ST APT 5,,BERKELEY,CA,94709,Business Owner,1798 WALNUT ST,BERKELEY,CA,94709,
052 153200103,BL-020467,GIFT SHOP,Retail Trade,ALICE'S RELAXING BATH,"453220 - Gift, Novelty, and Souvenir Stores",R,0,Sole Ownership,ALICE'S RELAXING BATH,1750 ALCATRAZ AVE.,,BERKELEY,CA,94703,Business Owner,1750 ALCATRAZ AVE,BERKELEY,CA,94703,
056 200400200,BL-004730,CHILDCARE CENTER,Business Personal Repair Svs,LITTLE ELEPHANT MONTESSORI PRESCHOOL,624410 - Child Day Care Services,B,6,Corporation,LITTLE ELEPHANT MONTESSORI PRESCHOOL,2008 MCGEE AVE,,BERKELEY,CA,947031417,Business Owner,2008 MCGEE Ave,BERKELEY,CA,94703,
055 186901901,BL-047676,FOOTBALL PARKING,Non Profit Organizations,BSC WOLF HOUSE,812990 - All Other Personal Services,N,29,Corporation,BSC WOLF HOUSE,2424 RIDGE RD,,BERKELEY,CA,94709,Business Owner,2732 DURANT AVE,BERKELEY,CA,94704,
062 287601700,BL-052930,INDEPENDENT SALES REP,Retail Trade,SEIDLITZ ALISA ROSE,"446120 - Cosmetics, Beauty Supplies, and Perfume Stores",R,0,Sole Ownership,SEIDLITZ ALISA ROSE,741 PERALTA AVE,,BERKELEY,CA,94707-1817,Business Owner,741 PERALTA AVE,BERKELEY,CA,94707,
ZZZZZZZZZZZZZ,BL-011122,CLEAN & REPAIR BOATS,Business Personal Repair Svs,AAA HULL DIVING,811490 - Other Personal and Household Goods Repair and Maintenance,B,0,Sole Ownership,AAA HULL DIVING,1700 10th STreet,,BERKELEY,CA,947101227,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 158801900,BL-032261,TRANSLATION SERVICE,Professional SemiProfessional,LANGUAGE FOR THE ENVIRONMENT,541930 - Translation and Interpretation Services,P,0,Sole Ownership,LANGUAGE FOR THE ENVIRONMENT,2913 LORINA ST,,BERKELEY,CA,94705,Business Owner,2913 LORINA St,BERKELEY,CA,94705,
055 184402600,BL-005913,RES. RENTAL - 12 UNITS,Rental of Real Property,HILLSIDE ASSOCIATES,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,HILLSIDE ASSOCIATES,PO BOX 67815,,LOS ANGELES,CA,90067,Business Owner,2617 HILLEGASS AVE,BERKELEY,CA,94704,
061 258602901,BL-018187,PSYCHOTHERAPY,Professional SemiProfessional,HART PSYCHOTHERAPY INC,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Corporation,HART PSYCHOTHERAPY INC,922 SHATTUCK AVE,,BERKELEY,CA,947072401,Business Owner,922 SHATTUCK Ave,BERKELEY,CA,94707,
ZZZZZZZZZZZZZ,BL-017526,ELECTRICAL SERVICES,Construction or Contractor,MJ AC & DC ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,MJ AC & DC ELECTRIC INC,611 SUMMER LN,,SAN PABLO,CA,94806-2194,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 197600700,BL-017985,GENERAL AUTO REPAIR & TIRE SHOP,Business Personal Repair Svs,OROZCO'S AUTO REPAIR AND TIRES,811111 - General Automotive Repair,B,2,Sole Ownership,OROZCO'S AUTO REPAIR AND TIRES,2210 SAN PABLO AVE,,BERKELEY,CA,94702-1830,Business Owner,2210 SAN PABLO Ave,BERKELEY,CA,94702,
060 239200200,BL-053890,COMMERCIAL RENTAL,Rental of Real Property,WESTBRAE PROPERTIES LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,WESTBRAE PROPERTIES LLC,PO BOX 8086,,BERKELEY,CA,94707-8086,Business Owner,1280 GILMAN ST,BERKELEY,CA,94706,
ZZZZZZZZZZZZZ,BL-009967,ELECTRICAL INSTALLS,Construction or Contractor,ADVANCED ELECTRICAL & TELCOM INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,3,Corporation,ADVANCED ELECTRICAL & TELCOM INC,301 GEORGIA ST STE 345,,VALLEJO,CA,94590-5997,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 161101802,BL-021233,ONLINE RECORD STORE,Retail Trade,BES VINYL LLC,454111 - Electronic Shopping,R,1,LLC,BES VINYL LLC,2991 SACRAMENTO ST UNIT 213,,BERKELEY,CA,94702-2534,Business Owner,2991 SACRAMENTO St,BERKELEY,CA,94702,
055 188401200,BL-003050,DENTIST,Professional SemiProfessional,CONRAD J FREDERICK DDS,621210 - Offices of Dentists,P,4,Corporation,CONRAD J FREDERICK DDS,2300 DURANT AVE,,BERKELEY,CA,94704,Business Owner,2300 DURANT AVE,BERKELEY,CA,94704,
057 203100600,BL-001312,UPSCALE DISCOUNT RETAIL,Retail Trade,TARGET STORE T-3202,452111 - Department Stores (except Discount Department Stores),R,39,Corporation,TARGET STORE T-3202,PO BOX 9471,,MINNEAPOLIS,MN,55440-9471,Business Owner,2187 SHATTUCK Ave,BERKELEY,CA,94704,
055 186300200,BL-020260,ROOMING HOUSE,Non Profit Organizations,UNIVERSITY STUDENTS' COOP,721310 - Rooming and Boarding Houses,N,29,Corporation,UNIVERSITY STUDENTS' COOP,2424 RIDGE RD,,BERKELEY,CA,94709,Business Owner,2310 PROSPECT ST,BERKELEY,CA,94704,
059 228702901,BL-019795,MASSAGE THERAPIST - RENTS SPACE,Massage,MAIN DARREN,812199 - Other Personal Care Services,BM,0,Sole Ownership,MAIN DARREN,1611 SAN PABLO AVE APT 2C,,BERKELEY,CA,94702-1367,Business Owner,1611 SAN PABLO Ave,BERKELEY,CA,94702,
055 189601200,BL-019818,COMMERCIAL RENTAL,Rental of Real Property,2015 HASTE STREET LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2,LLC,2015 HASTE STREET LLC,2855 TELEGRAPH AVE STE 310,,BERKELEY,CA,94705-1129,Business Owner,2015 HASTE ST,BERKELEY,CA,94704,
060 244802400,BL-014403,RES. RENTAL - 5 UNITS,Rental of Real Property,SHYU ING-FUEI/YU-ER,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SHYU ING-FUEI/YU-ER,3132 COLLEGE AVE,,BERKELEY,CA,94705,Business Owner,1327 M L KING JR WAY,BERKELEY,CA,94709,
052 155700200,BL-002704,PSYCHOTHERAPY,Professional SemiProfessional,"LISA C. TRACY, PHD, LCSW","621112 - Offices of Physicians, Mental Health Specialists",P,1,Sole Ownership,"LISA C. TRACY, PHD, LCSW",4706 MANILA AVE,,OAKLAND,CA,94609-2272,Business Owner,3120 TELEGRAPH Ave,BERKELEY,CA,94705,
059 226000201,BL-017557,HAIRSTYLIST,Business Personal Repair Svs,MANOLESCU ERIN,812112 - Beauty Salons,B,0,Sole Ownership,MANOLESCU ERIN,320 BEHRENS ST,,EL CERRITO,CA,945303707,Business Owner,2118 VINE St,BERKELEY,CA,94709,
055 189401704,BL-028699,RECYCLED CLOTHING,Retail Trade,CROSSROADS TRADING CO INC,453310 - Used Merchandise Stores,R,19,Corporation,CROSSROADS TRADING CO INC,1409 5TH ST,,BERKELEY,CA,94710,Business Owner,2338 SHATTUCK AVE,BERKELEY,CA,94704,
016 142202200,BL-037425,MEDICAL PRACTICE,Professional SemiProfessional,INTERNAL MEDICINE ASSOCIATES,621111 - Offices of Physicians (except Mental Health Specialists),P,4,Corporation,INTERNAL MEDICINE ASSOCIATES,2320 WOOLSEY ST STE 201,,BERKELEY,CA,94704,Business Owner,2320 Woolsey St,BERKELEY,CA,94705,
ZZZZZZZZZZZZZ,BL-041352,REMODELING RESIDENTIAL,Construction or Contractor,PRATT BROTHERS CONSTRUCTION IN,236118 - Residential Remodelers,C,1,Corporation,PRATT BROTHERS CONSTRUCTION IN,PO BOX 201,,CANYON,CA,94516,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 188700600,BL-016531,RES. RENTAL - 13 UNITS,Rental of Real Property,CHANNING APARTMENTS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,CHANNING APARTMENTS LLC,2105 MARTIN LUTHER KING JR WAY FL 2,,BERKELEY,CA,947041108,Business Owner,2233 CHANNING Way,BERKELEY,CA,94704,
053 165500900,BL-016096,OFFICE SUPPORT,Administrative Headquarters,FORM ENERGY INC,561110 - Office Administrative Services,Q,226,Corporation,FORM ENERGY INC,2810 7TH ST,,BERKELEY,CA,947102703,Business Owner,2850 SEVENTH St,BERKELEY,CA,94710,
053 166101301,BL-004781,COMMERCIAL RENTAL,Rental of Real Property,FERREIRA PATRICIA,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1,Sole Ownership,FERREIRA PATRICIA,35501 S HIGHWAY 1 UNIT 125,,GUALALA,CA,954459551,Business Owner,2828 SAN PABLO AVE,BERKELEY,CA,94702,
055 189700103,BL-010912,BIKE SALES/ACCESSORIES,Retail Trade,TREK BICYCLE BERKELEY DOWNTOWN,451110 - Sporting Goods Stores,R,5,Corporation,TREK BICYCLE BERKELEY DOWNTOWN,801 W MADISON ST,,WATERLOO,WI,535941379,Business Owner,2480 SHATTUCK Ave,BERKELEY,CA,94704,
057 209801502,BL-042188,COMMERCIAL RENTAL,Rental of Real Property,BERKELEY FIFTH STREET ASSOCIAT,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,,BERKELEY FIFTH STREET ASSOCIAT,803 HEARST AVE,,BERKELEY,CA,94710,Business Owner,803 HEARST AVE,BERKELEY,CA,94710,
061 260203700,BL-020345,"CLOHTING, JEWELRY, GIFT",Retail Trade,OM DAKINI LLC,"453220 - Gift, Novelty, and Souvenir Stores",R,0,LLC,OM DAKINI LLC,1885 SOLANO AVE,,BERKELEY,CA,94707-2306,Business Owner,1885 SOLANO Ave,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-043012,GENERAL CONTRACTOR,Construction or Contractor,AMERICAN VISION WINDOWS,238350 - Finish Carpentry Contractors,C,2,Corporation,AMERICAN VISION WINDOWS,2125 N MADERA RD STE A,,SIMI VALLEY,CA,93065,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-007058,ELECTRICAL WORK,Construction or Contractor,VONNWOLF A.G.C.,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0,Sole Ownership,VONNWOLF A.G.C.,2104 23RD AVE,,OAKLAND,CA,94606-4240,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
063 298701800,BL-051291,JEWELRY,Professional SemiProfessional,CLARE ULLMAN DESIGN,541490 - Other Specialized Design Services,P,1,Sole Ownership,CLARE ULLMAN DESIGN,1052 CRAGMONT AVE,,BERKELEY,CA,94708-1434,Business Owner,1052 CRAGMONT AVE,BERKELEY,CA,94708,
ZZZZZZZZZZZZZ,BL-022653,CONCRETE FOUNDATION,Construction or Contractor,PRO-CRETE BUILDERS INC,238110 - Poured Concrete Foundation and Structure Contractors,C,4,Corporation,PRO-CRETE BUILDERS INC,5956 CHERRY GLEN RD,,VACAVILLE,CA,95688,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 157900300,BL-008866,HAIR STYLIST,Business Personal Repair Svs,HAIR BY EMILY,812112 - Beauty Salons,B,0,Sole Ownership,HAIR BY EMILY,4470 HILLSBOROUGH DR,,CASTRO VALLEY,CA,94546-1027,Business Owner,2887 COLLEGE Ave,BERKELEY,CA,94705,
052 157307601,BL-051370,PSYCHOTHERAPY PRACTICE,Professional SemiProfessional,CLAUSEN MARGARET PSYD,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,CLAUSEN MARGARET PSYD,4175 EASTLAKE AVE,,OAKLAND,CA,94602,Business Owner,2414 ASHBY Ave,BERKELEY,CA,94705,
056 194900602,BL-009272,BIOTECHNOLOGY RESEARCH,Professional SemiProfessional,BONNEVILLE LABS LLC,541711 - Research and Development in Biotechnology,P,10,LLC,BONNEVILLE LABS LLC,626 BANCROFT WAY STE A,,BERKELEY,CA,94710,Business Owner,626 BANCROFT Way,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-011188,ROOFING CONTRACTOR,Construction or Contractor,ALL AMERICAN ROOFING AND GUTTERS,238160 - Roofing Contractors,C,1,Corporation,ALL AMERICAN ROOFING AND GUTTERS,1325 BIRMINGHAM ST,,OAKLEY,CA,94561-6359,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-014970,GENERAL CONTRACTOR,Construction or Contractor,EDRI CONSTRUCTION INC,236118 - Residential Remodelers,C,5,Corporation,EDRI CONSTRUCTION INC,701 CORTLAND AVE,,SAN FRANCISCO,CA,94110,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 162900100,BL-032208,RES. RENTAL - 4 UNITS,Rental of Real Property,GOMEZ RICARDO & VIANA MIGUEL,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,GOMEZ RICARDO & VIANA MIGUEL,1482 ASHWOOD DR,,MARTINEZ,CA,94553-5343,Business Owner,2900 MABEL ST,BERKELEY,CA,94702,
057 202801402,BL-015810,RESTAURANT,Retail Trade,BULLEAT LLC,722511 - Full-Service Restaurants,R,5,LLC,BULLEAT LLC,360 CORBETT AVE,,SAN FRANCISCO,CA,94114,Business Owner,2020 KITTREDGE St,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-022355,GENERAL BUILDING,Construction or Contractor,MARIPOSA DESIGNS,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Sole Ownership,MARIPOSA DESIGNS,1377 FERNSIDE BLVD,,ALAMEDA,CA,94501,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 183203100,BL-010785,DENTAL OFFICE,Professional SemiProfessional,TOTAL HEALTH DENTAL CARE,621210 - Offices of Dentists,P,5,Corporation,TOTAL HEALTH DENTAL CARE,PO BOX 1188,,TRACY,CA,953781188,Business Owner,2522 DANA St,BERKELEY,CA,94704,
058 212701300,BL-048248,RES. RENTAL - 13 UNITS,Rental of Real Property,SON PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1,LLC,SON PROPERTIES LLC,525 MORAGA WAY,,ORINDA,CA,94563-4235,Business Owner,1732 SAN PABLO AVE,BERKELEY,CA,94702,
055 183800201,BL-019494,CONVENIENCE STORE,Retail Trade,ADSD ENTERPRISES INC,445120 - Convenience Stores,R,2,Corporation,ADSD ENTERPRISES INC,2552 TELEGRAPH AVE,,BERKELEY,CA,94704-2918,Business Owner,2552 TELEGRAPH Ave,BERKELEY,CA,94704,
056 199701700,BL-021907,RENTAL PROPERTY,Rental of Real Property,WEEMS LINDA,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,WEEMS LINDA,898 THE ALAMEDA,,BERKELEY,CA,94707,Business Owner,2114 SACRAMENTO St,BERKELEY,CA,94702,
052 152400102,BL-051272,RES. RENTAL-4 UNITS (U1),Rental of Real Property,YEECHUNG FU & HUIHWA CHIANG,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YEECHUNG FU & HUIHWA CHIANG,40328 IMPERIO PL,,FREMONT,CA,94539,Business Owner,1704 SIXTY-THIRD ST,BERKELEY,CA,94703,
055 183800102,BL-019540,RESTAURANT,Retail Trade,DAD'S SAPNA INC,722511 - Full-Service Restaurants,R,20,Corporation,DAD'S SAPNA INC,1581 FITZGERALD DR,,PINOLE,CA,945642230,Business Owner,2512 TELEGRAPH Ave,BERKELEY,CA,94704,
057 207200600,BL-049456,HOTEL,Rental of Real Property,RODEWAY INN,721110 - Hotels (except Casino Hotels) and Motels,L,2,LLC,RODEWAY INN,2 WOOD ST,,SAN FRANCISCO,CA,94118,Business Owner,1461 UNIVERSITY AVE,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-017596,TELECOMMUNICATION SERVICE,Business Personal Repair Svs,GRANITE TELECOMMUNICATIONS LLC,813910 - Business Associations,B,0,LLC,GRANITE TELECOMMUNICATIONS LLC,100 NEWPORT AVENUE EXT,,QUINCY,MA,02171-1759,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-015093,INTERIOR DEMOLITION,Construction or Contractor,IMPACT SERVICES ENTERPRISES,237990 - Other Heavy and Civil Engineering Construction,C,5,Corporation,IMPACT SERVICES ENTERPRISES,560 SPRING ST,,RICHMOND,CA,94804-4123,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 169101601,BL-011712,PARKING BUSINESS,Business Personal Repair Svs,UNITED SF PARKING INC,812930 - Parking Lots and Garages,B,1,Corporation,UNITED SF PARKING INC,77 VAN NESS AVE # 101-1704,,SAN FRANCISCO,CA,941026041,Business Owner,2855 TELEGRAPH Ave,BERKELEY,CA,94705,
055 182502401,BL-022531,RES. RENTAL - 32 UNITS,Rental of Real Property,2124 PROPERTY LP,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,2124 PROPERTY LP,CHANNING WAY STE B PMB 820,,Berkeley,CA,94704,Business Owner,2124 PARKER St,BERKELEY,CA,94704,
055 182100101,BL-007480,ACUPUNCTURIST,Professional SemiProfessional,ANZAI ATSUKO,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Sole Ownership,ANZAI ATSUKO,634 CORNELL AVE,,ALBANY,CA,947061211,Business Owner,2550 SHATTUCK Ave,BERKELEY,CA,94704,
057 205800605,BL-012484,PSYCHOTHERAPY PRACTICE,Professional SemiProfessional,ALTAF A BHIMJI LCSW,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,ALTAF A BHIMJI LCSW,PO BOX 27508,,OAKLAND,CA,946020508,Business Owner,1918 BONITA Ave,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-022658,ELECTRICAL CONTRACTOR,Construction or Contractor,STONE VALLEY ELECTRIC LLC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0,LLC,STONE VALLEY ELECTRIC LLC,2983 LIMESTONE RD,,ALAMO,CA,94507,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
058 213003900,BL-022239,RENTAL PROPERTY,Rental of Real Property,MOHAMED LALIA,531110 - Lessors of Residential Buildings and Dwellings,L,4,Sole Ownership,MOHAMED LALIA,637 ARLINGTON AVE,,BERKELEY,CA,94707-1612,Business Owner,1729 SAN PABLO AVE,BERKELEY,CA,94702,
060 244902600,BL-034365,ILLUSTRATION SERVICES,Professional SemiProfessional,GIESLER TOM,541340 - Drafting Services,P,2,Sole Ownership,GIESLER TOM,1225 THE ALAMEDA,,BERKELEY,CA,94709,Business Owner,1225 THE ALAMEDA,BERKELEY,CA,94709,
057 203201500,BL-001508,COMMERCIAL PROP RENTAL,Rental of Real Property,BATRA MANJUL ET AL,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities",L,0,Sole Ownership,BATRA MANJUL ET AL,2090 ADDISON ST,,BERKELEY,CA,94704,Business Owner,100 BERKELEY SQ,BERKELEY,CA,94704,
059 232600701,BL-019405,PRESCHOOL AND INFANT CENTER (6-36 MONTHS),Business Personal Repair Svs,GOLDEN GATE LEARNING CENTER,624410 - Child Day Care Services,B,8,LLC,GOLDEN GATE LEARNING CENTER,1450 6TH ST,,BERKELEY,CA,94710-1431,Business Owner,1450 SIXTH St,BERKELEY,CA,94710,
056 194100302,BL-047387,RES. RENTAL - 3 UNITS,Rental of Real Property,ROBERT & ELIZABETH LITTLE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,ROBERT & ELIZABETH LITTLE,838 BANCROFT WAY,,BERKELEY,CA,94710-2236,Business Owner,838 BANCROFT WAY,BERKELEY,CA,94710,
059 227901200,BL-037886,CONSULTING URBAN PLANNING,Professional SemiProfessional,EISEN/LETUNIC URBAN PLANNING,541320 - Landscape Architectural Services,P,0,Partnership,EISEN/LETUNIC URBAN PLANNING,1516 MCGEE AVE,,BERKELEY,CA,94703,Business Owner,1516 MCGEE Ave,BERKELEY,CA,94703,
058 212800301,BL-021982,NON-PROFIT MULTI FAMILY HOUSING,Non Profit Organizations,GOLDEN BEAR HOMES LP,624229 - Other Community Housing Services,N,2,LLC,GOLDEN BEAR HOMES LP,2625 ALCATRAZ AVE # 501,,BERKELEY,CA,94705-2702,Business Owner,1620 SAN PABLO Ave,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-024791,GENERAL CONTRACTOR,Construction or Contractor,KODIAK CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,7,Corporation,KODIAK CONSTRUCTION,10 VISTA DEL ORINDA,,ORINDA,CA,94563-2031,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-010688,GRADING & CONCRETE,Construction or Contractor,INNOVATE ENGINEERING,238110 - Poured Concrete Foundation and Structure Contractors,C,5,Corporation,INNOVATE ENGINEERING,PO BOX 26620,,SAN JOSE,CA,95159-6620,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 199000404,BL-001247,SOCIAL SERVICES,Non Profit Organizations,BERKELEY YOUTH ALTERNATIVES,624110 - Child and Youth Services,N,20,Corporation,BERKELEY YOUTH ALTERNATIVES,1255 ALLSTON WAY,,BERKELEY,CA,947021833,Business Owner,1255 ALLSTON Way,BERKELEY,CA,94702,
052 156801201,BL-022305,PILATES STUDIO,Entertainment Recreation,NORBROOK LIFESTYLE LLC,713940 - Fitness and Recreational Sports Centers,E,21,LLC,NORBROOK LIFESTYLE LLC,3654 SACRAMENTO ST STE A,,SAN FRANCISCO,CA,94118,Business Owner,2631 ASHBY Ave,BERKELEY,CA,94705,
055 185305200,BL-020263,ROOMING HOUSE,Non Profit Organizations,UNIVERSITY STUDENTS' COOP,721310 - Rooming and Boarding Houses,N,29,Corporation,UNIVERSITY STUDENTS' COOP,2424 RIDGE RD,,BERKELEY,CA,94709,Business Owner,2405 PROSPECT ST,BERKELEY,CA,94704,
062 289501200,BL-012279,CHORAL ARTS ORGANIZATION,Non Profit Organizations,PACIFIC EDGE VOICES,812990 - All Other Personal Services,N,3,Corporation,PACIFIC EDGE VOICES,PO BOX 8568,,BERKELEY,CA,947078568,Business Owner,592 THE ALAMEDA,BERKELEY,CA,94707,
ZZZZZZZZZZZZZ,BL-018735,FURNITURE,Retail Trade,SUSTAINABLE FURNITURE INC,442110 - Furniture Stores,R,49,Corporation,SUSTAINABLE FURNITURE INC,PO BOX 50463,,SPARKS,NV,894350463,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
